created_at,polarity,subjectivity,summary,text,title,ID,tophic_id
2017-02-16T21:53:08.754730,3.13%,18%,"Sports5.ph also features player and team profiles and statistics across multiple sports and has online shows catered to the sports aficionado.
It is the first official local sports website to livestream PBA, NCAA games and other sporting events, as well as video on demand, all on HD format.
Sports 5 is the online sports hub of TV5.","Sports 5 is the online sports hub of TV5. It is the first official local sports website to livestream PBA, NCAA games and other sporting events, as well as video on demand, all on HD format. Sports5.ph also features player and team profiles and statistics across multiple sports and has online shows catered to the sports aficionado.","NAPOLES, PINAPAABSWELTO NG OSG SA KASONG SERIOUS ILLEGAL DETENTION",http://news5.com.ph/videos/2C84260ABAC2435/17/napoles-pinapaabswelto-ng-osg-sa-kasong-serious-illegal-detention,http://news5.com.ph/videos/2C84260ABAC2435/17/napoles-pinapaabswelto-ng-osg-sa-kasong-serious-illegal-detention
2017-02-14T08:49:20.400989,3.15%,42%,"Schumer said Trump's executive order is ""just un-American and unconstitutional"" because it's a ""religious ban.
Schumer said the order -- a temporary immigration pause in six of the countries -- ""hurts us economically.
Senate Minority Leader Chuck Schumer (D-N.Y.) talks about the Trump administration's executive order pausing immigration from seven failed states, on CBS's ""Face the Nation"" on Sunday, Feb. 12, 2017.
""Schumer noted that a three-judge panel of the 9th Circuit Court of Appeals -- which upheld a lower court's temporary restraining order -- cited the Trump administration's failure to show evidence that the executive order would make the nation safer.
(Screen grab from CBS)(CNSNews.com) - Speaking about President Trump's contested executive action on immigration, ""I think he ought to throw it in the trash,"" Senate Minority Leader Chuck Schumer told CBS's ""Face the Nation"" on Sunday.","Senate Minority Leader Chuck Schumer (D-N.Y.) talks about the Trump administration's executive order pausing immigration from seven failed states, on CBS's ""Face the Nation"" on Sunday, Feb. 12, 2017. (Screen grab from CBS)
(CNSNews.com) - Speaking about President Trump's contested executive action on immigration, ""I think he ought to throw it in the trash,"" Senate Minority Leader Chuck Schumer told CBS's ""Face the Nation"" on Sunday.
I think this executive order is so bad and so poisoned, and its genesis is so bad and terrible, that he ought to just throw it in the trash can, and for two reasons. First reason, it doesn't really make us safer. It doesn't focus on the areas where we really need to tighten up. They are, number one, on lone wolves. The last two major terrorist incidents in America didn't occur through immigrants. They were Americans importuned by the evil ISIS. And no less an authority than John McCain, Republican, has said that this order actually encourages lone wolves.
And the second is something called the visa waiver program. It is very easy to come to America from countries that we have always regarded as friendly. There are, I think, 27 of them. But these days, there are would-be terrorists who have infiltrated places like Belgium and France. And they can come into this country much more easily than someone who is a refugee from the seven countries the president mentioned. That needs real tightening up.
Schumer said Trump's executive order is ""just un-American and unconstitutional"" because it's a ""religious ban."" ""We believe in immigrants in this country. And we don't believe in a religious test.""
Both the president and his aides have firmly denied that the order affecting only seven of the dozens of Muslim-majority countries is a ""Muslim ban."" They say the temporary pause in immigration from Iran, Iraq, Libya, Syria, Somalia, Sudan and Yemen has more to do with the inability to properly vet people coming to the U.S. from those countries where security is minimal or non-existent.
Schumer said the order -- a temporary immigration pause in six of the countries -- ""hurts us economically. When immigrants don't come to this country, it hurts our job creation, our job growth. Silicon Valley is very worried that a lot of their jobs are going to have to go to Vancouver, where Canada has a much more forward-looking immigration policy.""
Host John Dickerson asked Schumer, ""Why not have a pause?""
""Well, first, it is not a pause for Syria,"" Schumer replied. (Immigration for Syrians is indefinitely suspended.)
""And, second, it cuts against the grain of what America is all about, which is, it embodies a religious test. That is how Rudy Giuliani set it up. That is, John -- that's how President Trump talked about it. And it doesn't focus on the areas that need to make us safe.""
Schumer noted that a three-judge panel of the 9th Circuit Court of Appeals -- which upheld a lower court's temporary restraining order -- cited the Trump administration's failure to show evidence that the executive order would make the nation safer.
Appearing on NBC's ""Meet the Press,"" White House Senior Policy Adviser Stephen Miller said the Trump administration is ""pursuing every single possible action to keep our country safe from terrorism.""
He said the options include issuing ""additional executive actions"" to replace the contested order.",Schumer on Trump's Immigration Order,http://www.cnsnews.com/news/article/susan-jones/schumer-trumps-immigration-order-throw-it-trash,http://www.cnsnews.com/news/article/susan-jones/schumer-trumps-immigration-order-throw-it-trash
2017-02-15T13:28:03.081591,3.19%,40%,"In his new book â€” â€œImmigration Warsâ€ù â€” Bush said that illegals should not get a pathway to citizenship.
The former Florida governorâ€™s stance marked a major change from his longtime position.â€œPermanent residency in this context, however, should not lead to citizenship,â€ù Bush said in the book, written with attorney Clint Bolick.
Urgent:Urgent:Florida Sen. Marco Rubio said on Monday that he disagreed with former Gov.
â€œIt is absolutely vital to the integrity of our immigration system that actions have consequences â€” in this case, that those who have violated the laws can remain but cannot obtain the cherished fruits of citizenship.â€œTo do otherwise would signal once again that people who circumvent the system can still obtain the full benefits of American citizenship,â€ù Bush continued.
Jeb Bush over whether illegal immigrants should be provided with a pathway to citizenship in the United States.â€œI just personally, ultimately concluded that to permanently say that youâ€™re going to have millions of people that can never apply for citizenship hasnâ€™t really worked well for other countries that have tried it,â€ù Rubio told The Hill.","Urgent:
Urgent:
Florida Sen. Marco Rubio said on Monday that he disagreed with former Gov. Jeb Bush over whether illegal immigrants should be provided with a pathway to citizenship in the United States.â€œI just personally, ultimately concluded that to permanently say that youâ€™re going to have millions of people that can never apply for citizenship hasnâ€™t really worked well for other countries that have tried it,â€ù Rubio told The Hill. In his new book â€” â€œImmigration Warsâ€ù â€” Bush said that illegals should not get a pathway to citizenship. The former Florida governorâ€™s stance marked a major change from his longtime position.â€œPermanent residency in this context, however, should not lead to citizenship,â€ù Bush said in the book, written with attorney Clint Bolick. â€œIt is absolutely vital to the integrity of our immigration system that actions have consequences â€” in this case, that those who have violated the laws can remain but cannot obtain the cherished fruits of citizenship.â€œTo do otherwise would signal once again that people who circumvent the system can still obtain the full benefits of American citizenship,â€ù Bush continued. â€œIt must be a basic prerequisite for citizenship to respect the rule of law.â€ùRubio, whoâ€™s considered Bush a longtime mentor, said that his objectives for comprehensive immigration reform envisioned a process whereby illegals who passed background checks and paid fines could receive a non-immigrant visa.They would remain in that status for a long time before being able to apply for citizenship.â€œAfter that, all they get is a chance to apply for a green card, and theyâ€™d have to do it through the same process as everybody else,â€ù he told The Hill.Both Rubio and Bush are considered possible contenders for the Republican presidential nomination in 2016.",Rubio Splits With Bush on Immigration,http://www.newsmax.com/Newsfront/rubio-jeb-bush-immigration/2013/03/04/id/493088,http://www.newsmax.com/Newsfront/rubio-jeb-bush-immigration/2013/03/04/id/493088
2017-02-15T18:44:34.278955,3.33%,47%,"NoneField workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark.
Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce.
CHUCK KIRMAN/THE STAR","None
Field workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark. Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce. CHUCK KIRMAN/THE STAR",Immigration plan could impact Ventura County farmers,http://www.vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/,http://www.vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/
2017-02-13T15:42:54.291281,3.33%,47%,"NoneField workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark.
Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce.
CHUCK KIRMAN/THE STAR","None
Field workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark. Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce. CHUCK KIRMAN/THE STAR",Immigration plan could impact Ventura County farmers,http://www.vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/,http://www.vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/
2017-02-13T15:47:01.117290,3.33%,47%,"NoneField workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark.
Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce.
CHUCK KIRMAN/THE STAR","None
Field workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark. Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce. CHUCK KIRMAN/THE STAR",Immigration plan could impact Ventura County farmers,http://Vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/,http://Vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/
2017-02-15T18:44:26.476536,3.33%,47%,"NoneField workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark.
Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce.
CHUCK KIRMAN/THE STAR","None
Field workers remove weeds from an avocado orchard at Wild Swan Ranch in Moorpark. Some local growers are concerned about possible restrictions on immigration in the Trump administration and what impact it would have on the county's agricultural workforce. CHUCK KIRMAN/THE STAR",Immigration plan could impact Ventura County farmers,http://Vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/,http://Vcstar.com/picture-gallery/money/business/2017/01/11/gallery-immigration-plan-could-impact-ventura-county-farmers/96467046/
2017-02-16T15:58:13.150201,3.39%,42%,"---Protests erupted in Phoenix Wednesday, when a Valley woman was ordered to be deported after showing up for a routine immigration check.
PHOENIX - UPDATE: According to officials late Thursday morning, the family of Guadalupe Garcia de Rayos has been tol","PHOENIX - UPDATE: According to officials late Thursday morning, the family of Guadalupe Garcia de Rayos has been told she has been deported.
---
Protests erupted in Phoenix Wednesday, when a Valley woman was ordered to be deported after showing up for a routine immigration check.
Guadalupe Garcia de Rayos was arrested in 2009 for impersonation as part of a Maricopa County Sheriff's Office raid. She was charged with a felony, but her attorneys say that raid was later ruled unconstitutional.
Court documents obtained by ABC15 also show Garcia had previously been ordered to self-deport.
Garcia reported for a regular check-in with Immigration Customs Enforcement Wednesday morning, but never came out.
According to Garcia's attorney, she is now facing deportation as part of President Trump's executive order focused on removing undocumented immigrants with a history of arrests.
Garcia's husband and teenage children joined protesters outside ICE headquarters, as the family now faces being separated.
A 14 year old girl cries in father's arms - her mom won't be coming home - now w/ ICE under President orders #abc15 pic.twitter.com/04MhI18lQ3 â€” MaryEllen Resendez (@maryellenabc15) February 8, 2017
""I'd ask him 'why he would want to take her from me?' She hasn't done anything wrong and I'm not scared of him,"" said Garciaâ€™s daughter, Jaqueline, of what she would ask President Trump if she could.
About 7 arrests made without force. Everyone remains safe so far. Hoping for continued cooperation and no more criminal conduct. â€” Phoenix Police (@phoenixpolice) February 9, 2017
Seven people were arrested Wednesday night after protesters blocked an ICE van that was believed to be transporting Garcia. The van moved back into the garage after several hours of people holding onto the tires and blocking the vehicle with their bodies. No injuries were reported.
The names of those arrested during the protests are Walter Staton, 35; Manuel Saldana, 31; Beth King, 57; Angeles Maldonado, 36; Maria Castro, 23; Kenneth Chapman, 41 and Luke Black, 37. They were arrested on charges of obstructing governmental operations and obstructing a public thoroughfare.
Some protesters at the ICE building have chosen criminal conduct instead of free speech. â€” Phoenix Police (@phoenixpolice) February 9, 2017
Garcia's attorneys say they are trying to buy the Valley mother more time in the U.S. Garcia is among, if not the first, Arizonan to be deported under the President's new executive order.
""It's extremely disappointing to walk in with a beautiful loving and caring human being like Guadalupe and not be able to walk out with her,"" said Ray Ybarra Maldonado, Garcia's attorney. ""She is stronger than I am, when she heard she was going to be taken in, she took a deep breath asked what the next step that would happen and she went into custody.""
U.S. Immigration and Customs Enforcement (ICE) released the following statement in regards to Garcia's case:
Ms. Garcia De Rayos is currently being detained by U.S. Immigration and Customs Enforcement (ICE) based on a removal order issued by the Department of Justice's Executive Office for Immigration Review which became final in May 2013. Relevant databases indicate Ms. Garcia De Rayos has a prior felony conviction dating from March 2009 for criminal impersonation.",Phoenix mom deported after routine immigration check,http://www.abc15.com/news/state/valley-mother-faces-deportation-after-immigration-check-in,http://www.abc15.com/news/state/valley-mother-faces-deportation-after-immigration-check-in
2017-02-13T15:47:20.084932,3.80%,30%,"During his trip, Dean met with Sen. Jeff Sessions three hours before Sessions was confirmed as attorney general on Wednesday.
The sheriff said Sessions ""didn't say much,"" but among the issues Dean and the other sheriffs discussed was their policy on local immigration enforcement.
Attorney General Jeff Sessions holds a meeting with the heads of federal law enforcement components at the Department of Justice in Washington on Thursday.
Another topic was the military surplus program, through which federal authorities give excess military supplies to state and local law enforcement agencies.
(Photo: CHRISTIAN TORRES, AP)Ventura County Sheriff Geoff Dean said he and five other California sheriffs met with the nation's new attorney general this week and made it clear that they don't want to get involved in enforcing immigration laws.","Workers work to raise a taller fence in the area separating the towns of Anapra, Mexico, and Sunland Park, New Mexico, last year. (Photo: CHRISTIAN TORRES, AP)
Ventura County Sheriff Geoff Dean said he and five other California sheriffs met with the nation's new attorney general this week and made it clear that they don't want to get involved in enforcing immigration laws.
With a new presidential administration in place, Dean and his peers traveled to Washington, D.C., to have discussions with federal officials on issues that are important to them, he said.
During his trip, Dean met with Sen. Jeff Sessions three hours before Sessions was confirmed as attorney general on Wednesday. Dean also met with FBI Director James Comey, Homeland Security Secretary John Kelly, California Sen. Dianne Feinstein and Rep. Julia Brownley, D-Westlake Village.
The sheriff said Sessions ""didn't say much,"" but among the issues Dean and the other sheriffs discussed was their policy on local immigration enforcement. They reiterated their stance that they don't want to get involved in direct enforcement of immigration laws but that Immigration and Customs Enforcement agents would continue to have access at county jails.
Ventura County Sheriff Geoff Dean (Photo: STAR FILE PHOTO)
With border security and immigration issues a priority with Donald Trump, the new Republican president has issued an executive order stating that the secretary of homeland security will begin working with governors and local officials to enter agreements to let qualified state and local law enforcement officers perform the functions of immigration officers.
The order prompted Dean and the police chiefs in Ventura County to issue a joint statement that it's the job of local law enforcement agencies to enforce state laws and city statutes, while the federal government controls immigration laws.
Currently, immigration officers have access to a list of inmates in Ventura County jail who are foreign-born. Dean has said ICE will continue to have that access but that with the exception of matters that could affect homeland security, the Ventura County Sheriff's Office and other local law enforcement agencies plan to have no other involvement in immigration matters.
Attorney General Jeff Sessions holds a meeting with the heads of federal law enforcement components at the Department of Justice in Washington on Thursday. (Photo: ASSOCIATED PRESS)
Also expressed to Sessions were concerns that any investigation by the Department of Justice into local law enforcement agencies be done with ""fairness and equity"" and that federal officials ""not paint us with a bad brush"" after one specific incident, Dean said.
One of the top issues Dean discussed, and not just with Sessions, during his trip to the nation's capital was funding to give support to inmates with mental health issues.
Also discussed was the asset seizure and forfeiture program under which seized drug money goes to local agencies that get involved in such operations as Drug Enforcement Administration task forces that target high-profile narcotics dealers. Another topic was the military surplus program, through which federal authorities give excess military supplies to state and local law enforcement agencies.
Dean described his trip to Washington as ""routine,"" saying he went on such a trip two years ago and met the same players under the administration of then-President Barack Obama. He said this year's trip was ""timely"" to meet those in the Trump administration.
""It was probably the most productive four or five days in Washington that we've ever had,"" said Dean, who got back to California on Friday.
Read or Share this story: http://www.vcstar.com/story/news/local/2017/02/11/sheriff-discusses-immigration-new-attorney-general/97780710/",Sheriff discusses immigration with new attorney general,http://Vcstar.com/story/news/local/2017/02/11/sheriff-discusses-immigration-new-attorney-general/97780710/,http://Vcstar.com/story/news/local/2017/02/11/sheriff-discusses-immigration-new-attorney-general/97780710/
2017-02-15T12:53:35.833463,3.85%,50%,"Vessel News --More than 1,000 illegal immigrants, or residents who are not U.S. citizens, have been free to vote illegally in Virginia.
In both years, Obama won Virginia.
The bombshell disclosure was made in a report released by the Virginia Voters Alliance and its counsel Public Interest Legal Foundation.
The report found that the most illegal votes were cast in 2012, followed by 2008, the year President Obama was elected to his first term.
Itâ€™s a felony for non-citizens to vote in Virginia.","Vessel News --
More than 1,000 illegal immigrants, or residents who are not U.S. citizens, have been free to vote illegally in Virginia.
The bombshell disclosure was made in a report released by the Virginia Voters Alliance and its counsel Public Interest Legal Foundation.
â€œThe problem is most certainly exponentially worse because we have no data regarding aliens on the registration rolls for the other 125 Virginia localities.â€ù
The 1,046 Virginia voters may just be the tip of the iceberg, as itâ€™s only the number found in eight Virginia localities, the report reads. The report found that the most illegal votes were cast in 2012, followed by 2008, the year President Obama was elected to his first term. In both years, Obama won Virginia.
Itâ€™s a felony for non-citizens to vote in Virginia. But in Virginia, no proof of citizenship is required when voters register.
Continue reading...",Over 1000 Illegal Immigrants Caught Voting In Virginia,http://redflagnews.com/headlines-2017/over-1000-illegal-immigrants-caught-voting-in-virginia,http://redflagnews.com/headlines-2017/over-1000-illegal-immigrants-caught-voting-in-virginia
2017-02-15T12:57:52.692576,3.85%,50%,"Vessel News --More than 1,000 illegal immigrants, or residents who are not U.S. citizens, have been free to vote illegally in Virginia.
In both years, Obama won Virginia.
The bombshell disclosure was made in a report released by the Virginia Voters Alliance and its counsel Public Interest Legal Foundation.
The report found that the most illegal votes were cast in 2012, followed by 2008, the year President Obama was elected to his first term.
Itâ€™s a felony for non-citizens to vote in Virginia.","Vessel News --
More than 1,000 illegal immigrants, or residents who are not U.S. citizens, have been free to vote illegally in Virginia.
The bombshell disclosure was made in a report released by the Virginia Voters Alliance and its counsel Public Interest Legal Foundation.
â€œThe problem is most certainly exponentially worse because we have no data regarding aliens on the registration rolls for the other 125 Virginia localities.â€ù
The 1,046 Virginia voters may just be the tip of the iceberg, as itâ€™s only the number found in eight Virginia localities, the report reads. The report found that the most illegal votes were cast in 2012, followed by 2008, the year President Obama was elected to his first term. In both years, Obama won Virginia.
Itâ€™s a felony for non-citizens to vote in Virginia. But in Virginia, no proof of citizenship is required when voters register.
Continue reading...",Over 1000 Illegal Immigrants Caught Voting In Virginia,https://www.redflagnews.com/headlines-2017/over-1000-illegal-immigrants-caught-voting-in-virginia,https://www.redflagnews.com/headlines-2017/over-1000-illegal-immigrants-caught-voting-in-virginia
2017-02-15T10:10:23.204991,3.98%,44%,"OTTAWAâ€“Public Safety Minister Ralph Goodale has ordered a review into a CSIS metadata program that illegally stored data on innocent Canadians for almost a decade.
Goodale was speaking in response to newly-released documents that suggested CSIS was unable to determine how many Canadians were caught up in their metadata program.
Read more: Goodale speaks with The Star on illegal CSIS metadata programMetadata can include highly sensitive information like geolocation data, phone calls made or received, and other personal information.
When asked if he would authorize a program like ODAC again on Thursday, Goodale said he wanted to wait until the joint review of the program was complete.
The review was requested after a Federal Court ruled the practice was illegal late last year, Goodaleâ€™s office said Thursday night.","â€œSo itâ€™s important to make sure that, from the operational side, which is Public Safety, but also the policy side, which is the Department of Justice, that we get this right.â€ù
â€œThe work that CSIS did was all based upon the considered legal opinions that they had from the Department of Justice,â€ù Goodale told the Star in an interview.
The review was requested after a Federal Court ruled the practice was illegal late last year, Goodaleâ€™s office said Thursday night.
Goodale said Thursday that he and Justice Minister Judy Wilson-Raybould are examining the circumstances that led CSIS and the Department of Justice to conclude the spy agency could collect and store data on â€œnon-threatâ€ù individuals indefinitely.
OTTAWAâ€“Public Safety Minister Ralph Goodale has ordered a review into a CSIS metadata program that illegally stored data on innocent Canadians for almost a decade.
The serviceâ€™s Operational Data Analysis Centre had stored â€œassociated dataâ€ù â€” usually called metadata â€” on individuals that posed no threat to Canadaâ€™s national security. In 2016, a Federal Court justice ruled that the agencyâ€™s decision to keep that data indefinitely was unlawful.
Goodale was speaking in response to newly-released documents that suggested CSIS was unable to determine how many Canadians were caught up in their metadata program.
Read more: Goodale speaks with The Star on illegal CSIS metadata program
Metadata can include highly sensitive information like geolocation data, phone calls made or received, and other personal information. Law enforcement and intelligence agencies have long relied on metadata to reveal a targetâ€™s movements and networks.
CSIS stated that because metadata isnâ€™t tied to â€œpersonal details,â€ù like citizenship, they canâ€™t say how many Canadians were affected.
In a statement Thursday, CSIS reiterated that all access to the ODACâ€™s databases was halted after the Federal Courtâ€™s ruling.
â€œCSIS immediately halted access to, and analysis of, associated data until such time as we can propose and implement a solution addressing the Courtâ€™s findings,â€ù wrote Roxanne Ouellette, a spokesperson for the service. â€œWe are continuing to examine this issue.â€ù
At a press conference in November, CSIS Director Michel Coulombe accepted the courtâ€™s ruling, but stood by the usefulness of the ODACâ€™s big data program.
When asked if he would authorize a program like ODAC again on Thursday, Goodale said he wanted to wait until the joint review of the program was complete. He said the Security Intelligence Review Committee, which reviews CSIS operations, will also weigh in.
â€œThis is a complex subject matter, and itâ€™s one that obviously caused the Federal Court considerable anxiety,â€ù Goodale said.
â€œAnd any further comment about the fallout or the way forward will depend on that future (investigation) by both me and the minister of justice.â€ù
In the documents tabled in Parliament, CSIS also revealed that it had briefed successive public safety ministers about the existence of the ODAC on eight separate occasions, beginning in 2006 when the program was established.
But the agency did not distinguish in those briefings between â€œthreat-related and non-threat-relatedâ€ù data â€” in other words, they did not distinguish the suspected security threats from the innocent people they interacted with.
NDP public safety critic Matthew DubÃ©, who requested the information from CSIS, questioned CSISâ€™s inability to provide the number of people the service has stored metadata on.
â€œIt seems to me bizarre that they would be unable to quantify how much of it there is,â€ù DubÃ© said.
â€œIt also surprises me that so little (personal information) is revealed by this data, you kind of wonder why they retain it in the first place and what use it is.â€ù",Goodale orders review into illegal CSIS metadata program,https://www.thestar.com/news/canada/2017/02/02/goodale-orders-review-into-illegal-csis-metadata-program.html,https://www.thestar.com/news/canada/2017/02/02/goodale-orders-review-into-illegal-csis-metadata-program.html
2017-01-05T00:20:35.808942,4.05%,44%,"The announcer continues, ""She is the only candidate who has stood by our community and immigration reform from the beginning.
""In 2006, he voted against the Immigration Law Enforcement Act, which allowed local police to aid in ""enforcement of immigration laws, to provide for effective prosecution of alien smugglers, and to reform immigration litigation procedures.
""She is the only candidate who has stood by our community and immigration reform from the beginning.
During the campaign, Clinton has stressed that Sanders voted against the comprehensive immigration reform bill brought by Arizona Sen. John McCain and the late Sen. Kennedy six times.
She also supported Obama's commitment to comprehensive immigration reform during those remarks.","""She is the only candidate who has stood by our community and immigration reform from the beginning.""
In a new radio ad in Spanish, Hillary Clinton's campaign champions her work on immigration reform and says she's been ""standing with Latino families in Rhode Island and across the country for her entire career.""
""In Rhode Island, we come from all over. Our diversity is our strength,"" the campaign says in the ad.
The announcer continues, ""She is the only candidate who has stood by our community and immigration reform from the beginning.""
Ahead of Tuesday's primary, we thought this was an important issue to nail down. Has Hillary Clinton stood by Latino voters ""from the beginning""? Is she the only candidate who has?
Let's tackle the Republicans first.
Ted Cruz
In an interview with Bill O'Reilly on Fox News in February, Ted Cruz said he would forcibly deport all of the country's undocumented immigrants by sending ""law enforcement to apprehend them and send them home."" He backs plans to build a U.S.-Mexico border fence, and wants to end birthright citizenship, according to an NPR report.
We emailed Ted Cruz's campaign three times and asked for more information. They never got back to us.
John Kasich
At an August town hall meeting in New Hampshire, Gov. John Kasich said ""it is not practical nor is it I think desirable"" to deport immigrants en masse, The New York Times reported. But Ohio, where Kasich is governor, is part of a multi-state lawsuit blocking President Obama's 2014 executive order that would offer temporary legal status to millions.
We exchanged 14 emails with Rob Nichols, Kasich's press secretary, hoping for clarification. He said we're ""testing the wrong part of the sentence"" and declined to provide information about Kasich's record until we established what Clinton meant by ""from the beginning."" We told him what she meant â€” the beginning of her career â€” and he said ""If I can prove that Hillary hasn't always stood by that community, why wouldn't that suffice?"" and then asked ""Why do we matter?"" Then he stopped responding.
Donald Trump
Well, there's the wall. Also his insistence that Mexico is sending the United States ""drugs, crime, and rapists."" Enough said.
Bernie Sanders
Sanders has a strong record on immigration issues, Warren Gunnels, his senior policy advisor, replied. Sanders supports ""comprehensive immigration reform and a path towards citizenship for 11 million people today who are living in the shadows,"" the senator said in a MSNBC Democratic primary debate in New Hampshire in February.
He voted for the Dream Act in 2010, which would have legalized immigrants brought to the United States illegally as children. He also supported the so-called ""Gang of Eight"" bill in 2013. This bipartisan legislation created a path for people already in the United States, focused on reducing visa backlogs, and improved work visa options for low-skilled workers.
While he was in the House of Representatives in the '90s, he voted against House Amendment 778, which would have to prohibited undocumented people's access to Federal Emergency Management Agency's emergency food and shelter programs. He voted for Amendment 968 to H.R. 2202, which removed a section barring ""illegal aliens from receiving public assistance.""
In 2006, he voted against the Immigration Law Enforcement Act, which allowed local police to aid in ""enforcement of immigration laws, to provide for effective prosecution of alien smugglers, and to reform immigration litigation procedures.
Hillary Clinton
We asked Josh Schwerin, a spokesman for Hillary for America, to provide evidence to substantiate the ad's claims.
Schwerin told us that while in law school, Clinton worked with Marian Wright Edelman, the founder of the Children's Defense Fund. She completed research on education and health of migrant children that would later be used in Senate hearings investigating the living and working conditions of farm workers.
He also told us about her job on George McGovern's 1972 presidential campaign, where she worked closely with Franklin Garcia, a well-respected union leader, registering Latino voters in south Texas, which was chronicled in a Buzzfeed article about her ties to the Latino community.
While serving in the Senate, Clinton co-sponsored the Safe, Orderly, Legal Visas and Enforcement Act of 2004 with Sen. Edward Kennedy. Clinton co-sponsored the Dream Act in 2003, 2005 and 2007, which helped give immigrant students access to higher education, among other things.
As Secretary of State in May 2011, Clinton called immigrants a ""source of vitality"" for the U.S. at the Council of the Americas 41st Washington Conference. She also supported Obama's commitment to comprehensive immigration reform during those remarks.
During the campaign, Clinton has stressed that Sanders voted against the comprehensive immigration reform bill brought by Arizona Sen. John McCain and the late Sen. Kennedy six times. She voted yes.
But, explaining that vote in 2007, Sanders said ""it made no sense"" to bring millions of ""guest workers"" into the country when it could drive down wages of U.S. employees.
Gunnels, in a recent email, said Sanders also thought the bill ""lacked badly needed protection"" for immigrant voters and noted that Hispanic advocacy groups such as The League of United Latin American Citizens, The Labor Council for Latin American Advancement, and The American Immigration Lawyers Association also opposed the bill.
Drivers' licenses for illegal immigrants is another issue that flared on the debate stage last month in Miami.
Clinton says she supports opening up driver's licenses to undocumented immigrants. So does Sanders. But in 2007, as Sanders pointed out in the debate, Clinton said as president she would not support that.
Our ruling
Hillary Clinton has long supported the immigrant community: from law school to the Senate to the Cabinet, and she's built a strong record of what her ad calls ""immigration reform.""
She may well have been at it ""from the beginning,"" but to say she is the ""only"" candidate supporting ""immigration reform"" over a career is to minimize Sanders' position on the issue.
Hillary's campaign can trace her support back to law school. As for the ""beginning"" for Sanders, we don't know what positions he took as a young socialist, but we can track his immigration record back to beginning of his legislative career in Washington.
Sanders' voting record and his immigration reform plan show consistent support for a path to citizenship, despite his opposition to the 2007 bill. And remember, Clinton herself seemed to stumble on drivers' licenses in 2007.
Because the statement contains some element of truth, but ignores critical facts that would give a different impression, we rate it Mostly False.",Clinton reaches too far on immigration claim,http://www.politifact.com/rhode-island/statements/2016/apr/24/hillary-clinton/clinton-reaches-too-far-immigration-claim/,http://www.politifact.com/rhode-island/statements/2016/apr/24/hillary-clinton/clinton-reaches-too-far-immigration-claim/
